currency,valid_from,rate
NOK,2026-03-21,0.085103
PLN,2026-03-21,0.235083
CZK,2026-03-21,0.041368
AUD,2026-03-21,0.625818
CAD,2026-03-21,0.721126
USD,2026-03-22,0.915844
GBP,2026-03-22,1.157410
JPY,2026-03-22,0.006027
CHF,2026-03-22,1.027648
SEK,2026-03-22,0.092719
NOK,2026-03-22,0.084994
PLN,2026-03-22,0.234360
CZK,2026-03-22,0.041225
AUD,2026-03-22,0.624102
CAD,2026-03-22,0.720218
USD,2026-03-23,0.917286
GBP,2026-03-23,1.159738
JPY,2026-03-23,0.006020
CHF,2026-03-23,1.027164
SEK,2026-03-23,0.092780
NOK,2026-03-23,0.084721
PLN,2026-03-23,0.233720
CZK,2026-03-23,0.041222
AUD,2026-03-23,0.624874
CAD,2026-03-23,0.719250
USD,2026-03-24,0.917594
GBP,2026-03-24,1.155937
JPY,2026-03-24,0.006019
CHF,2026-03-24,1.029289
SEK,2026-03-24,0.092992
NOK,2026-03-24,0.084672
PLN,2026-03-24,0.233943
CZK,2026-03-24,0.041329
AUD,2026-03-24,0.623737
CAD,2026-03-24,0.719133
USD,2026-03-25,0.914401
GBP,2026-03-25,1.153818
JPY,2026-03-25,0.006003
CHF,2026-03-25,1.029411
SEK,2026-03-25,0.093302
NOK,2026-03-25,0.084626
PLN,2026-03-25,0.233686
CZK,2026-03-25,0.041191
AUD,2026-03-25,0.624744
CAD,2026-03-25,0.720505
USD,2026-03-26,0.912909
GBP,2026-03-26,1.152135
JPY,2026-03-26,0.005985
CHF,2026-03-26,1.029582
SEK,2026-03-26,0.093606
NOK,2026-03-26,0.084521
PLN,2026-03-26,0.234205
CZK,2026-03-26,0.041219
AUD,2026-03-26,0.625789
CAD,2026-03-26,0.718709
USD,2026-03-27,0.915792
GBP,2026-03-27,1.150034
JPY,2026-03-27,0.005986
CHF,2026-03-27,1.027367
SEK,2026-03-27,0.093683
NOK,2026-03-27,0.084686
PLN,2026-03-27,0.234053
CZK,2026-03-27,0.041344
AUD,2026-03-27,0.625385
CAD,2026-03-27,0.716487
USD,2026-03-28,0.914383
GBP,2026-03-28,1.152381
JPY,2026-03-28,0.005968
CHF,2026-03-28,1.026746
SEK,2026-03-28,0.093707
NOK,2026-03-28,0.084918
PLN,2026-03-28,0.233421
CZK,2026-03-28,0.041347
AUD,2026-03-28,0.625730
CAD,2026-03-28,0.716867
USD,2026-03-29,0.916100
GBP,2026-03-29,1.153012
JPY,2026-03-29,0.005959
CHF,2026-03-29,1.029935
SEK,2026-03-29,0.093564
NOK,2026-03-29,0.084720
PLN,2026-03-29,0.233198
CZK,2026-03-29,0.041388
AUD,2026-03-29,0.627352
CAD,2026-03-29,0.715619
USD,2026-03-30,0.917514
GBP,2026-03-30,1.154542
JPY,2026-03-30,0.005946
CHF,2026-03-30,1.031806
SEK,2026-03-30,0.093485
NOK,2026-03-30,0.084578
PLN,2026-03-30,0.233841
CZK,2026-03-30,0.041360
AUD,2026-03-30,0.626043
CAD,2026-03-30,0.713548
USD,2026-03-31,0.914320
GBP,2026-03-31,1.153776
JPY,2026-03-31,0.005946
CHF,2026-03-31,1.034174
SEK,2026-03-31,0.093345
NOK,2026-03-31,0.084659
PLN,2026-03-31,0.234637
CZK,2026-03-31,0.041230
AUD,2026-03-31,0.626717
CAD,2026-03-31,0.711523
USD,2026-04-01,0.911307
GBP,2026-04-01,1.150532
JPY,2026-04-01,0.005960
CHF,2026-04-01,1.033579
SEK,2026-04-01,0.093138
NOK,2026-04-01,0.084426
PLN,2026-04-01,0.234952
CZK,2026-04-01,0.041192
AUD,2026-04-01,0.624573
CAD,2026-04-01,0.710127
USD,2026-04-02,0.913201
GBP,2026-04-02,1.149629
JPY,2026-04-02,0.005945
CHF,2026-04-02,1.032357
SEK,2026-04-02,0.092847
NOK,2026-04-02,0.084358
PLN,2026-04-02,0.234435
CZK,2026-04-02,0.041101
AUD,2026-04-02,0.622676
CAD,2026-04-02,0.711741
USD,2026-04-03,0.915369
GBP,2026-04-03,1.148630
JPY,2026-04-03,0.005950
CHF,2026-04-03,1.032984
SEK,2026-04-03,0.092652
NOK,2026-04-03,0.084428
PLN,2026-04-03,0.234575
CZK,2026-04-03,0.040960
AUD,2026-04-03,0.624619
CAD,2026-04-03,0.710146
USD,2026-04-04,0.915395
GBP,2026-04-04,1.148697
JPY,2026-04-04,0.005951
CHF,2026-04-04,1.034537
SEK,2026-04-04,0.092824
NOK,2026-04-04,0.084188
PLN,2026-04-04,0.234652
CZK,2026-04-04,0.040924
AUD,2026-04-04,0.626473
CAD,2026-04-04,0.710431
USD,2026-04-05,0.915368
GBP,2026-04-05,1.146226
JPY,2026-04-05,0.005940
CHF,2026-04-05,1.037057
SEK,2026-04-05,0.092698
NOK,2026-04-05,0.083919
PLN,2026-04-05,0.235020
CZK,2026-04-05,0.040983
AUD,2026-04-05,0.624874
CAD,2026-04-05,0.712211
USD,2026-04-06,0.915826
GBP,2026-04-06,1.145815
JPY,2026-04-06,0.005938
CHF,2026-04-06,1.039883
SEK,2026-04-06,0.092852
NOK,2026-04-06,0.083950
PLN,2026-04-06,0.234690
CZK,2026-04-06,0.041095
AUD,2026-04-06,0.625062
CAD,2026-04-06,0.711845
USD,2026-04-07,0.918240
GBP,2026-04-07,1.144019
JPY,2026-04-07,0.005940
CHF,2026-04-07,1.042476
SEK,2026-04-07,0.092998
NOK,2026-04-07,0.084193
PLN,2026-04-07,0.234283
CZK,2026-04-07,0.041105
AUD,2026-04-07,0.625093
CAD,2026-04-07,0.709934
USD,2026-04-08,0.918105
GBP,2026-04-08,1.142563
JPY,2026-04-08,0.005946
CHF,2026-04-08,1.044087
SEK,2026-04-08,0.092792
NOK,2026-04-08,0.083905
PLN,2026-04-08,0.234930
CZK,2026-04-08,0.041101
AUD,2026-04-08,0.624420
CAD,2026-04-08,0.708460
USD,2026-04-09,0.916315
GBP,2026-04-09,1.139710
JPY,2026-04-09,0.005951
CHF,2026-04-09,1.044325
SEK,2026-04-09,0.092692
NOK,2026-04-09,0.083950
PLN,2026-04-09,0.234513
CZK,2026-04-09,0.040967
AUD,2026-04-09,0.625331
CAD,2026-04-09,0.707166
USD,2026-04-10,0.916340
GBP,2026-04-10,1.137280
JPY,2026-04-10,0.005945
CHF,2026-04-10,1.044528
SEK,2026-04-10,0.092605
NOK,2026-04-10,0.083821
PLN,2026-04-10,0.234845
CZK,2026-04-10,0.040857
AUD,2026-04-10,0.625997
CAD,2026-04-10,0.707314
USD,2026-04-11,0.914689
GBP,2026-04-11,1.133579
JPY,2026-04-11,0.005926
CHF,2026-04-11,1.046906
SEK,2026-04-11,0.092856
NOK,2026-04-11,0.083841
PLN,2026-04-11,0.234780
CZK,2026-04-11,0.040836
AUD,2026-04-11,0.624518
CAD,2026-04-11,0.708758
USD,2026-04-12,0.912072
GBP,2026-04-12,1.132783
JPY,2026-04-12,0.005911
CHF,2026-04-12,1.045627
SEK,2026-04-12,0.092713
NOK,2026-04-12,0.083592
PLN,2026-04-12,0.235438
CZK,2026-04-12,0.040974
AUD,2026-04-12,0.622912
CAD,2026-04-12,0.707114
USD,2026-04-13,0.912042
GBP,2026-04-13,1.133950
JPY,2026-04-13,0.005925
CHF,2026-04-13,1.043504
SEK,2026-04-13,0.092980
NOK,2026-04-13,0.083379
PLN,2026-04-13,0.235935
CZK,2026-04-13,0.041040
AUD,2026-04-13,0.621502
CAD,2026-04-13,0.706705
USD,2026-04-14,0.914373
GBP,2026-04-14,1.130847
JPY,2026-04-14,0.005922
CHF,2026-04-14,1.046085
SEK,2026-04-14,0.093300
NOK,2026-04-14,0.083532
PLN,2026-04-14,0.236188
CZK,2026-04-14,0.041036
AUD,2026-04-14,0.619644
CAD,2026-04-14,0.704391
USD,2026-04-15,0.916052
GBP,2026-04-15,1.127704
JPY,2026-04-15,0.005927
CHF,2026-04-15,1.043137
SEK,2026-04-15,0.093513
NOK,2026-04-15,0.083524
PLN,2026-04-15,0.235783
CZK,2026-04-15,0.041052
AUD,2026-04-15,0.620843
CAD,2026-04-15,0.702477
USD,2026-04-16,0.918782
GBP,2026-04-16,1.129865
JPY,2026-04-16,0.005915
CHF,2026-04-16,1.043958
SEK,2026-04-16,0.093244
NOK,2026-04-16,0.083457
PLN,2026-04-16,0.236289
CZK,2026-04-16,0.041025
AUD,2026-04-16,0.621770
CAD,2026-04-16,0.701381
USD,2026-04-17,0.917956
GBP,2026-04-17,1.126838
JPY,2026-04-17,0.005917
CHF,2026-04-17,1.040590
SEK,2026-04-17,0.093102
NOK,2026-04-17,0.083693
PLN,2026-04-17,0.235637
CZK,2026-04-17,0.041001
AUD,2026-04-17,0.620080
CAD,2026-04-17,0.699721
USD,2026-04-18,0.917542
GBP,2026-04-18,1.125595
JPY,2026-04-18,0.005898
CHF,2026-04-18,1.042175
SEK,2026-04-18,0.092930
NOK,2026-04-18,0.083576
PLN,2026-04-18,0.234880
CZK,2026-04-18,0.041065
AUD,2026-04-18,0.619863
CAD,2026-04-18,0.697820
USD,2026-04-19,0.918622
GBP,2026-04-19,1.128197
JPY,2026-04-19,0.005908
CHF,2026-04-19,1.044336
SEK,2026-04-19,0.092910
NOK,2026-04-19,0.083372
PLN,2026-04-19,0.234466
CZK,2026-04-19,0.041144
AUD,2026-04-19,0.621078
CAD,2026-04-19,0.699099
USD,2026-04-20,0.917180
GBP,2026-04-20,1.128855
JPY,2026-04-20,0.005916
CHF,2026-04-20,1.045849
SEK,2026-04-20,0.093216
NOK,2026-04-20,0.083652
PLN,2026-04-20,0.234801
CZK,2026-04-20,0.041208
AUD,2026-04-20,0.622538
CAD,2026-04-20,0.701257
USD,2026-04-21,0.917628
GBP,2026-04-21,1.125490
JPY,2026-04-21,0.005924
CHF,2026-04-21,1.046879
SEK,2026-04-21,0.093029
NOK,2026-04-21,0.083802
PLN,2026-04-21,0.234634
CZK,2026-04-21,0.041332
AUD,2026-04-21,0.620570
CAD,2026-04-21,0.702873
USD,2026-04-22,0.920448
GBP,2026-04-22,1.128264
JPY,2026-04-22,0.005937
CHF,2026-04-22,1.045271
SEK,2026-04-22,0.092899
NOK,2026-04-22,0.084083
PLN,2026-04-22,0.234073
CZK,2026-04-22,0.041476
AUD,2026-04-22,0.620004
CAD,2026-04-22,0.702006
USD,2026-04-23,0.921789
GBP,2026-04-23,1.127629
JPY,2026-04-23,0.005925
CHF,2026-04-23,1.044308
SEK,2026-04-23,0.092698
NOK,2026-04-23,0.084342
PLN,2026-04-23,0.233538
CZK,2026-04-23,0.041595
AUD,2026-04-23,0.621112
CAD,2026-04-23,0.703675
USD,2026-04-24,0.922898
GBP,2026-04-24,1.129426
JPY,2026-04-24,0.005927
CHF,2026-04-24,1.043089
SEK,2026-04-24,0.092758
NOK,2026-04-24,0.084057
PLN,2026-04-24,0.234157
CZK,2026-04-24,0.041692
AUD,2026-04-24,0.620376
CAD,2026-04-24,0.701249
USD,2026-04-25,0.922315
GBP,2026-04-25,1.126860
JPY,2026-04-25,0.005936
CHF,2026-04-25,1.043729
SEK,2026-04-25,0.093059
NOK,2026-04-25,0.084143
PLN,2026-04-25,0.234732
CZK,2026-04-25,0.041652
AUD,2026-04-25,0.621117
CAD,2026-04-25,0.700317
USD,2026-04-26,0.922067
GBP,2026-04-26,1.129557
JPY,2026-04-26,0.005927
CHF,2026-04-26,1.040141
SEK,2026-04-26,0.093123
NOK,2026-04-26,0.083897
PLN,2026-04-26,0.234778
CZK,2026-04-26,0.041526
AUD,2026-04-26,0.622111
CAD,2026-04-26,0.700660
USD,2026-04-27,0.924631
GBP,2026-04-27,1.132287
JPY,2026-04-27,0.005936
CHF,2026-04-27,1.040224
SEK,2026-04-27,0.092974
NOK,2026-04-27,0.083976
PLN,2026-04-27,0.234478
CZK,2026-04-27,0.041449
AUD,2026-04-27,0.621751
CAD,2026-04-27,0.698289
USD,2026-04-28,0.925049
GBP,2026-04-28,1.131405
JPY,2026-04-28,0.005938
CHF,2026-04-28,1.037208
SEK,2026-04-28,0.093212
NOK,2026-04-28,0.083741
PLN,2026-04-28,0.235260
CZK,2026-04-28,0.041397
AUD,2026-04-28,0.623795
CAD,2026-04-28,0.700228
USD,2026-04-29,0.923411
GBP,2026-04-29,1.130253
JPY,2026-04-29,0.005925
CHF,2026-04-29,1.039922
SEK,2026-04-29,0.093383
NOK,2026-04-29,0.083787
PLN,2026-04-29,0.235804
CZK,2026-04-29,0.041392
AUD,2026-04-29,0.623209
CAD,2026-04-29,0.698263
USD,2026-04-30,0.922929
GBP,2026-04-30,1.128473
JPY,2026-04-30,0.005908
CHF,2026-04-30,1.040647
SEK,2026-04-30,0.093369
NOK,2026-04-30,0.083852
PLN,2026-04-30,0.235984
CZK,2026-04-30,0.041363
AUD,2026-04-30,0.622610
CAD,2026-04-30,0.698050
USD,2026-05-01,0.921342
GBP,2026-05-01,1.124761
JPY,2026-05-01,0.005928
CHF,2026-05-01,1.038021
SEK,2026-05-01,0.093078
NOK,2026-05-01,0.083694
PLN,2026-05-01,0.236688
CZK,2026-05-01,0.041246
AUD,2026-05-01,0.620709
CAD,2026-05-01,0.696841
USD,2026-05-02,0.924132
GBP,2026-05-02,1.123612
JPY,2026-05-02,0.005948
CHF,2026-05-02,1.038124
SEK,2026-05-02,0.093125
NOK,2026-05-02,0.083976
PLN,2026-05-02,0.236830
CZK,2026-05-02,0.041261
AUD,2026-05-02,0.622470
CAD,2026-05-02,0.695609
USD,2026-05-03,0.921987
GBP,2026-05-03,1.121061
JPY,2026-05-03,0.005944
CHF,2026-05-03,1.036857
SEK,2026-05-03,0.093388
NOK,2026-05-03,0.083817
PLN,2026-05-03,0.236401
CZK,2026-05-03,0.041202
AUD,2026-05-03,0.620700
CAD,2026-05-03,0.696273
USD,2026-05-04,0.923690
GBP,2026-05-04,1.120356
JPY,2026-05-04,0.005929
CHF,2026-05-04,1.035567
SEK,2026-05-04,0.093159
NOK,2026-05-04,0.083854
PLN,2026-05-04,0.236256
CZK,2026-05-04,0.041077
AUD,2026-05-04,0.620654
CAD,2026-05-04,0.695763
USD,2026-05-05,0.925645
GBP,2026-05-05,1.118617
JPY,2026-05-05,0.005919
CHF,2026-05-05,1.036208
SEK,2026-05-05,0.093450
NOK,2026-05-05,0.084140
PLN,2026-05-05,0.236511
CZK,2026-05-05,0.041149
AUD,2026-05-05,0.622548
CAD,2026-05-05,0.697145
USD,2026-05-06,0.923227
GBP,2026-05-06,1.118337
JPY,2026-05-06,0.005912
CHF,2026-05-06,1.037398
SEK,2026-05-06,0.093293
NOK,2026-05-06,0.084341
PLN,2026-05-06,0.236501
CZK,2026-05-06,0.041063
AUD,2026-05-06,0.621351
CAD,2026-05-06,0.697541
USD,2026-05-07,0.922045
GBP,2026-05-07,1.119390
JPY,2026-05-07,0.005914
CHF,2026-05-07,1.040060
SEK,2026-05-07,0.093313
NOK,2026-05-07,0.084260
PLN,2026-05-07,0.235688
CZK,2026-05-07,0.041107
AUD,2026-05-07,0.622016
CAD,2026-05-07,0.696091
USD,2026-05-08,0.921338
GBP,2026-05-08,1.120235
JPY,2026-05-08,0.005934
CHF,2026-05-08,1.038849
SEK,2026-05-08,0.093191
NOK,2026-05-08,0.084421
PLN,2026-05-08,0.234879
CZK,2026-05-08,0.041242
AUD,2026-05-08,0.623462
CAD,2026-05-08,0.695283
USD,2026-05-09,0.920365
GBP,2026-05-09,1.122226
JPY,2026-05-09,0.005940
CHF,2026-05-09,1.041471
SEK,2026-05-09,0.093363
NOK,2026-05-09,0.084279
PLN,2026-05-09,0.234908
CZK,2026-05-09,0.041110
AUD,2026-05-09,0.622897
CAD,2026-05-09,0.697646
USD,2026-05-10,0.921080
GBP,2026-05-10,1.121556
JPY,2026-05-10,0.005921
CHF,2026-05-10,1.037830
SEK,2026-05-10,0.093411
NOK,2026-05-10,0.084493
PLN,2026-05-10,0.235105
CZK,2026-05-10,0.041060
AUD,2026-05-10,0.621261
CAD,2026-05-10,0.700020
USD,2026-05-11,0.920904
GBP,2026-05-11,1.118465
JPY,2026-05-11,0.005912
CHF,2026-05-11,1.040475
SEK,2026-05-11,0.093481
NOK,2026-05-11,0.084378
PLN,2026-05-11,0.235312
CZK,2026-05-11,0.041031
AUD,2026-05-11,0.621701
CAD,2026-05-11,0.698952
USD,2026-05-12,0.922090
GBP,2026-05-12,1.119848
JPY,2026-05-12,0.005912
CHF,2026-05-12,1.043336
SEK,2026-05-12,0.093454
NOK,2026-05-12,0.084404
PLN,2026-05-12,0.234779
CZK,2026-05-12,0.041118
AUD,2026-05-12,0.620490
CAD,2026-05-12,0.696509
USD,2026-05-13,0.919183
GBP,2026-05-13,1.123640
JPY,2026-05-13,0.005917
CHF,2026-05-13,1.042986
SEK,2026-05-13,0.093171
NOK,2026-05-13,0.084654
PLN,2026-05-13,0.234668
CZK,2026-05-13,0.041170
AUD,2026-05-13,0.622286
CAD,2026-05-13,0.696680
USD,2026-05-14,0.918748
GBP,2026-05-14,1.124920
JPY,2026-05-14,0.005897
CHF,2026-05-14,1.045375
SEK,2026-05-14,0.093373
NOK,2026-05-14,0.084474
PLN,2026-05-14,0.234919
CZK,2026-05-14,0.041087
AUD,2026-05-14,0.624118
CAD,2026-05-14,0.694794
USD,2026-05-15,0.920237
GBP,2026-05-15,1.122601
JPY,2026-05-15,0.005898
CHF,2026-05-15,1.041906
SEK,2026-05-15,0.093440
NOK,2026-05-15,0.084204
PLN,2026-05-15,0.235077
CZK,2026-05-15,0.041127
AUD,2026-05-15,0.626158
CAD,2026-05-15,0.693377
USD,2026-05-16,0.917889
GBP,2026-05-16,1.119554
JPY,2026-05-16,0.005902
CHF,2026-05-16,1.045386
SEK,2026-05-16,0.093322
NOK,2026-05-16,0.084258
PLN,2026-05-16,0.235626
CZK,2026-05-16,0.041021
AUD,2026-05-16,0.627839
CAD,2026-05-16,0.691107
USD,2026-05-17,0.919189
GBP,2026-05-17,1.116220
JPY,2026-05-17,0.005896
CHF,2026-05-17,1.047648
SEK,2026-05-17,0.093527
NOK,2026-05-17,0.084470
PLN,2026-05-17,0.236379
CZK,2026-05-17,0.040887
AUD,2026-05-17,0.625961
CAD,2026-05-17,0.693110
USD,2026-05-18,0.919018
GBP,2026-05-18,1.117954
JPY,2026-05-18,0.005909
CHF,2026-05-18,1.046431
SEK,2026-05-18,0.093595
NOK,2026-05-18,0.084202
PLN,2026-05-18,0.236213
CZK,2026-05-18,0.040879
AUD,2026-05-18,0.625819
CAD,2026-05-18,0.691125
USD,2026-05-19,0.915960
GBP,2026-05-19,1.117944
JPY,2026-05-19,0.005893
CHF,2026-05-19,1.047673
SEK,2026-05-19,0.093284
NOK,2026-05-19,0.083995
PLN,2026-05-19,0.235436
CZK,2026-05-19,0.040866
AUD,2026-05-19,0.624986
CAD,2026-05-19,0.689498
USD,2026-05-20,0.913414
GBP,2026-05-20,1.114888
JPY,2026-05-20,0.005900
CHF,2026-05-20,1.051071
SEK,2026-05-20,0.092984
NOK,2026-05-20,0.083940
PLN,2026-05-20,0.236233
CZK,2026-05-20,0.040928
AUD,2026-05-20,0.623610
CAD,2026-05-20,0.690585
USD,2026-05-21,0.913327
GBP,2026-05-21,1.117035
JPY,2026-05-21,0.005882
CHF,2026-05-21,1.049843
SEK,2026-05-21,0.092793
NOK,2026-05-21,0.084089
PLN,2026-05-21,0.236431
CZK,2026-05-21,0.040844
AUD,2026-05-21,0.621703
CAD,2026-05-21,0.692510
USD,2026-05-22,0.911643
GBP,2026-05-22,1.119451
JPY,2026-05-22,0.005865
CHF,2026-05-22,1.047446
SEK,2026-05-22,0.092911
NOK,2026-05-22,0.084272
PLN,2026-05-22,0.235640
CZK,2026-05-22,0.040842
AUD,2026-05-22,0.621174
CAD,2026-05-22,0.693247
USD,2026-05-23,0.911240
GBP,2026-05-23,1.115638
JPY,2026-05-23,0.005860
CHF,2026-05-23,1.045096
SEK,2026-05-23,0.092676
NOK,2026-05-23,0.084288
PLN,2026-05-23,0.235366
CZK,2026-05-23,0.040926
AUD,2026-05-23,0.620108
CAD,2026-05-23,0.695545
USD,2026-05-24,0.909508
GBP,2026-05-24,1.116044
JPY,2026-05-24,0.005857
CHF,2026-05-24,1.044076
SEK,2026-05-24,0.092764
NOK,2026-05-24,0.084202
PLN,2026-05-24,0.235389
CZK,2026-05-24,0.040870
AUD,2026-05-24,0.619566
CAD,2026-05-24,0.694483
USD,2026-05-25,0.911773
GBP,2026-05-25,1.112209
JPY,2026-05-25,0.005843
CHF,2026-05-25,1.046316
SEK,2026-05-25,0.092990
NOK,2026-05-25,0.084354
PLN,2026-05-25,0.235122
CZK,2026-05-25,0.040891
AUD,2026-05-25,0.621232
CAD,2026-05-25,0.695435
USD,2026-05-26,0.912615
GBP,2026-05-26,1.112837
JPY,2026-05-26,0.005833
CHF,2026-05-26,1.047257
SEK,2026-05-26,0.092899
NOK,2026-05-26,0.084527
PLN,2026-05-26,0.234522
CZK,2026-05-26,0.040997
AUD,2026-05-26,0.623186
CAD,2026-05-26,0.694276
USD,2026-05-27,0.910903
GBP,2026-05-27,1.110058
JPY,2026-05-27,0.005826
CHF,2026-05-27,1.044315
SEK,2026-05-27,0.092650
NOK,2026-05-27,0.084787
PLN,2026-05-27,0.234330
CZK,2026-05-27,0.040950
AUD,2026-05-27,0.623379
CAD,2026-05-27,0.695305
USD,2026-05-28,0.911464
GBP,2026-05-28,1.107636
JPY,2026-05-28,0.005829
CHF,2026-05-28,1.047922
SEK,2026-05-28,0.092368
NOK,2026-05-28,0.084675
PLN,2026-05-28,0.233862
CZK,2026-05-28,0.040898
AUD,2026-05-28,0.622056
CAD,2026-05-28,0.696676
USD,2026-05-29,0.909446
GBP,2026-05-29,1.107126
JPY,2026-05-29,0.005842
CHF,2026-05-29,1.044599
SEK,2026-05-29,0.092108
NOK,2026-05-29,0.084639
PLN,2026-05-29,0.233554
CZK,2026-05-29,0.041021
AUD,2026-05-29,0.621430
CAD,2026-05-29,0.696630
USD,2026-05-30,0.911006
GBP,2026-05-30,1.106543
JPY,2026-05-30,0.005850
CHF,2026-05-30,1.043057
SEK,2026-05-30,0.092172
NOK,2026-05-30,0.084386
PLN,2026-05-30,0.233679
CZK,2026-05-30,0.041153
AUD,2026-05-30,0.620796
CAD,2026-05-30,0.698691
USD,2026-05-31,0.912966
GBP,2026-05-31,1.104192
JPY,2026-05-31,0.005862
CHF,2026-05-31,1.039927
SEK,2026-05-31,0.092239
NOK,2026-05-31,0.084474
PLN,2026-05-31,0.233044
CZK,2026-05-31,0.041130
AUD,2026-05-31,0.619481
CAD,2026-05-31,0.698197
USD,2026-06-01,0.911842
GBP,2026-06-01,1.101928
JPY,2026-06-01,0.005868
CHF,2026-06-01,1.039242
SEK,2026-06-01,0.092084
NOK,2026-06-01,0.084307
PLN,2026-06-01,0.232852
CZK,2026-06-01,0.041167
AUD,2026-06-01,0.617619
CAD,2026-06-01,0.700532
USD,2026-06-02,0.911917
GBP,2026-06-02,1.102119
JPY,2026-06-02,0.005887
CHF,2026-06-02,1.038936
SEK,2026-06-02,0.092098
NOK,2026-06-02,0.084542
PLN,2026-06-02,0.233515
CZK,2026-06-02,0.041190
AUD,2026-06-02,0.617935
CAD,2026-06-02,0.701874
USD,2026-06-03,0.915073
GBP,2026-06-03,1.104790
JPY,2026-06-03,0.005902
CHF,2026-06-03,1.036758
SEK,2026-06-03,0.092024
NOK,2026-06-03,0.084805
PLN,2026-06-03,0.233850
CZK,2026-06-03,0.041277
AUD,2026-06-03,0.615778
CAD,2026-06-03,0.703045
USD,2026-06-04,0.918125
GBP,2026-06-04,1.103442
JPY,2026-06-04,0.005909
CHF,2026-06-04,1.035791
SEK,2026-06-04,0.092245
NOK,2026-06-04,0.084560
PLN,2026-06-04,0.234179
CZK,2026-06-04,0.041165
AUD,2026-06-04,0.615268
CAD,2026-06-04,0.702240
USD,2026-06-05,0.916770
GBP,2026-06-05,1.106691
JPY,2026-06-05,0.005899
CHF,2026-06-05,1.032759
SEK,2026-06-05,0.092407
NOK,2026-06-05,0.084792
PLN,2026-06-05,0.234501
CZK,2026-06-05,0.041152
AUD,2026-06-05,0.615693
CAD,2026-06-05,0.701691
USD,2026-06-06,0.915629
GBP,2026-06-06,1.105365
JPY,2026-06-06,0.005912
CHF,2026-06-06,1.031269
SEK,2026-06-06,0.092161
NOK,2026-06-06,0.084555
PLN,2026-06-06,0.233682
CZK,2026-06-06,0.041089
AUD,2026-06-06,0.615590
CAD,2026-06-06,0.702518
USD,2026-06-07,0.912655
GBP,2026-06-07,1.103099
JPY,2026-06-07,0.005902
CHF,2026-06-07,1.032394
SEK,2026-06-07,0.092439
NOK,2026-06-07,0.084468
PLN,2026-06-07,0.234318
CZK,2026-06-07,0.041215
AUD,2026-06-07,0.613913
CAD,2026-06-07,0.704719
USD,2026-06-08,0.912674
GBP,2026-06-08,1.103168
JPY,2026-06-08,0.005904
CHF,2026-06-08,1.035298
SEK,2026-06-08,0.092706
NOK,2026-06-08,0.084554
PLN,2026-06-08,0.233805
CZK,2026-06-08,0.041349
AUD,2026-06-08,0.614301
CAD,2026-06-08,0.702270
USD,2026-06-09,0.911544
GBP,2026-06-09,1.105239
JPY,2026-06-09,0.005901
CHF,2026-06-09,1.034139
SEK,2026-06-09,0.092556
NOK,2026-06-09,0.084449
PLN,2026-06-09,0.233932
CZK,2026-06-09,0.041209
AUD,2026-06-09,0.613185
CAD,2026-06-09,0.702195
USD,2026-06-10,0.910645
GBP,2026-06-10,1.106170
JPY,2026-06-10,0.005888
CHF,2026-06-10,1.031103
SEK,2026-06-10,0.092467
NOK,2026-06-10,0.084210
PLN,2026-06-10,0.234212
CZK,2026-06-10,0.041114
AUD,2026-06-10,0.612633
CAD,2026-06-10,0.703227
USD,2026-06-11,0.908081
GBP,2026-06-11,1.108141
JPY,2026-06-11,0.005870
CHF,2026-06-11,1.027816
SEK,2026-06-11,0.092165
NOK,2026-06-11,0.083978
PLN,2026-06-11,0.234205
CZK,2026-06-11,0.041104
AUD,2026-06-11,0.612211
CAD,2026-06-11,0.705275
USD,2026-06-12,0.905775
GBP,2026-06-12,1.111732
JPY,2026-06-12,0.005865
CHF,2026-06-12,1.029521
SEK,2026-06-12,0.092418
NOK,2026-06-12,0.083787
PLN,2026-06-12,0.234003
CZK,2026-06-12,0.040966
AUD,2026-06-12,0.610806
CAD,2026-06-12,0.707266
USD,2026-06-13,0.907602
GBP,2026-06-13,1.108855
JPY,2026-06-13,0.005855
CHF,2026-06-13,1.031638
SEK,2026-06-13,0.092575
NOK,2026-06-13,0.084011
PLN,2026-06-13,0.234485
CZK,2026-06-13,0.040866
AUD,2026-06-13,0.610240
CAD,2026-06-13,0.705439
USD,2026-06-14,0.909861
GBP,2026-06-14,1.106627
JPY,2026-06-14,0.005875
CHF,2026-06-14,1.033868
SEK,2026-06-14,0.092445
NOK,2026-06-14,0.083957
PLN,2026-06-14,0.234665
CZK,2026-06-14,0.040870
AUD,2026-06-14,0.609562
CAD,2026-06-14,0.707085
USD,2026-06-15,0.911948
GBP,2026-06-15,1.104723
JPY,2026-06-15,0.005890
CHF,2026-06-15,1.034907
SEK,2026-06-15,0.092551
NOK,2026-06-15,0.083984
PLN,2026-06-15,0.235055
CZK,2026-06-15,0.040973
AUD,2026-06-15,0.608526
CAD,2026-06-15,0.708621
USD,2026-06-16,0.909677
GBP,2026-06-16,1.108060
JPY,2026-06-16,0.005872
CHF,2026-06-16,1.036731
SEK,2026-06-16,0.092612
NOK,2026-06-16,0.083812
PLN,2026-06-16,0.235559
CZK,2026-06-16,0.040860
AUD,2026-06-16,0.607084
CAD,2026-06-16,0.709444
USD,2026-06-17,0.907490
GBP,2026-06-17,1.105638
JPY,2026-06-17,0.005878
CHF,2026-06-17,1.039557
